Date,Open,High,Low,Close
2016-04-26 00:00:00+05:30,7828.149902,7974.5,7822.549805,7962.649902
2016-04-27 00:00:00+05:30,7942,7991,7940.549805,7979.899902
2016-04-28 00:00:00+05:30,7967.399902,7992,7834.450195,7847.25
2016-04-29 00:00:00+05:30,7844.25,7889.049805,7788.700195,7849.799805
2016-05-02 00:00:00+05:30,7822.700195,7829.799805,7777.299805,7805.899902
2016-05-03 00:00:00+05:30,7824.799805,7890.25,7735.149902,7747
2016-05-04 00:00:00+05:30,7724.149902,7749,7697.25,7706.549805
2016-05-05 00:00:00+05:30,7731,7777.549805,7706.850098,7735.5
2016-05-06 00:00:00+05:30,7717.649902,7738.899902,7678.350098,7733.450195
2016-05-09 00:00:00+05:30,7755.25,7873.649902,7753.549805,7866.049805
2016-05-10 00:00:00+05:30,7873.549805,7896.899902,7837.700195,7887.799805
2016-05-11 00:00:00+05:30,7804.649902,7893.100098,7780.899902,7848.850098
2016-05-12 00:00:00+05:30,7871.450195,7916.049805,7849.649902,7900.399902
2016-05-13 00:00:00+05:30,7881,7881,7784.200195,7814.899902
2016-05-16 00:00:00+05:30,7831.200195,7873.899902,7772.149902,7860.75
2016-05-17 00:00:00+05:30,7896.850098,7940.100098,7879.700195,7890.75
2016-05-18 00:00:00+05:30,7846.75,7882.049805,7810.75,7870.149902
2016-05-19 00:00:00+05:30,7875.5,7876.200195,7766.799805,7783.399902
2016-05-20 00:00:00+05:30,7792.200195,7812.399902,7735.75,7749.700195
2016-05-23 00:00:00+05:30,7813.950195,7820.600098,7722.200195,7731.049805
2016-05-24 00:00:00+05:30,7738.049805,7761.549805,7715.799805,7748.850098
2016-05-25 00:00:00+05:30,7811.799805,7941.200195,7809.299805,7934.899902
2016-05-26 00:00:00+05:30,7974.450195,8083,7948.5,8069.649902
2016-05-27 00:00:00+05:30,8081.950195,8164.200195,8077.049805,8156.649902
2016-05-30 00:00:00+05:30,8166.5,8200,8150.799805,8178.5
2016-05-31 00:00:00+05:30,8209.849609,8213.599609,8134.299805,8160.100098
2016-06-01 00:00:00+05:30,8179.200195,8215.349609,8171.049805,8179.950195
2016-06-02 00:00:00+05:30,8156.899902,8229.5,8154.75,8218.950195
2016-06-03 00:00:00+05:30,8246.200195,8262,8209.849609,8220.799805
2016-06-06 00:00:00+05:30,8228.75,8234.700195,8186.049805,8201.049805
2016-06-07 00:00:00+05:30,8235.549805,8294.950195,8216.400391,8266.450195
2016-06-08 00:00:00+05:30,8285.5,8288.900391,8252.049805,8273.049805
2016-06-09 00:00:00+05:30,8273.349609,8273.349609,8184.600098,8203.599609
2016-06-10 00:00:00+05:30,8180.25,8265.599609,8162.850098,8170.049805
2016-06-13 00:00:00+05:30,8102.25,8125.25,8063.899902,8110.600098
2016-06-14 00:00:00+05:30,8134.399902,8134.950195,8069.5,8108.850098
2016-06-15 00:00:00+05:30,8139.399902,8213.200195,8123.149902,8206.599609
2016-06-16 00:00:00+05:30,8180.649902,8180.649902,8074.450195,8140.75
2016-06-17 00:00:00+05:30,8176.649902,8195.25,8135.799805,8170.200195
2016-06-20 00:00:00+05:30,8115.75,8244.150391,8107.350098,8238.5
2016-06-21 00:00:00+05:30,8255.400391,8257.25,8202.150391,8219.900391
2016-06-22 00:00:00+05:30,8213.650391,8238.349609,8153.25,8203.700195
2016-06-23 00:00:00+05:30,8201.150391,8285.599609,8188.299805,8270.450195
2016-06-24 00:00:00+05:30,8029.100098,8100.700195,7927.049805,8088.600098
2016-06-27 00:00:00+05:30,8039.350098,8120.649902,8039.350098,8094.700195
2016-06-28 00:00:00+05:30,8096.049805,8146.350098,8086.850098,8127.850098
2016-06-29 00:00:00+05:30,8173.100098,8212.400391,8157.649902,8204
2016-06-30 00:00:00+05:30,8260.25,8308.150391,8242.099609,8287.75
2016-07-01 00:00:00+05:30,8313.049805,8356.75,8308.650391,8328.349609
2016-07-04 00:00:00+05:30,8376.75,8398.450195,8364.700195,8370.700195
2016-07-05 00:00:00+05:30,8379.299805,8381.450195,8319.950195,8335.950195
2016-07-07 00:00:00+05:30,8342,8361.950195,8317.700195,8337.900391
2016-07-08 00:00:00+05:30,8350,8353.299805,8287.549805,8323.200195
2016-07-11 00:00:00+05:30,8413.349609,8475.25,8407.049805,8467.900391
2016-07-12 00:00:00+05:30,8502.599609,8526.599609,8479.200195,8521.049805
2016-07-13 00:00:00+05:30,8540.450195,8550.25,8493.549805,8519.5
2016-07-14 00:00:00+05:30,8515.75,8571.400391,8500.700195,8565
2016-07-15 00:00:00+05:30,8565.450195,8594.799805,8510.049805,8541.400391
2016-07-18 00:00:00+05:30,8564.049805,8587.099609,8494.349609,8508.700195
2016-07-19 00:00:00+05:30,8514.299805,8540.049805,8476.700195,8528.549805
2016-07-20 00:00:00+05:30,8515.450195,8569.900391,8512.549805,8565.849609
2016-07-21 00:00:00+05:30,8582.700195,8585.25,8503.450195,8510.099609
2016-07-22 00:00:00+05:30,8519.650391,8548.950195,8489.799805,8541.200195
2016-07-25 00:00:00+05:30,8519.950195,8641.150391,8517.200195,8635.650391
2016-07-26 00:00:00+05:30,8633.75,8644.900391,8577.150391,8590.650391
2016-07-27 00:00:00+05:30,8599.400391,8665,8572.049805,8615.799805
2016-07-28 00:00:00+05:30,8636.950195,8674.700195,8625.25,8666.299805
2016-07-29 00:00:00+05:30,8668.299805,8670.349609,8631.150391,8638.5
2016-08-01 00:00:00+05:30,8654.299805,8711.299805,8590.5,8636.549805
2016-08-02 00:00:00+05:30,8647.450195,8687.200195,8611.400391,8622.900391
2016-08-03 00:00:00+05:30,8635.200195,8635.450195,8529.599609,8544.849609
2016-08-04 00:00:00+05:30,8599.950195,8601.400391,8518.150391,8551.099609
2016-08-05 00:00:00+05:30,8600.200195,8689.400391,8590.150391,8683.150391
2016-08-08 00:00:00+05:30,8712.849609,8723.5,8697.599609,8711.349609
2016-08-09 00:00:00+05:30,8727.799805,8728.349609,8638.200195,8678.25
2016-08-10 00:00:00+05:30,8686.700195,8690.099609,8564.599609,8575.299805
2016-08-11 00:00:00+05:30,8572.799805,8601.150391,8540.049805,8592.150391
2016-08-16 00:00:00+05:30,8670.25,8682.349609,8600.450195,8642.549805
2016-08-17 00:00:00+05:30,8639.799805,8667.099609,8603.599609,8624.049805
2016-08-18 00:00:00+05:30,8648.849609,8690.700195,8645.049805,8673.25
2016-08-19 00:00:00+05:30,8694.299805,8696.599609,8647.099609,8666.900391
2016-08-22 00:00:00+05:30,8667,8684.849609,8614,8629.150391
2016-08-23 00:00:00+05:30,8628.349609,8642.150391,8580,8632.599609
2016-08-24 00:00:00+05:30,8648.5,8661.049805,8620.900391,8650.299805
2016-08-25 00:00:00+05:30,8668.849609,8683.049805,8583.650391,8592.200195
2016-08-26 00:00:00+05:30,8614.349609,8622.950195,8547.549805,8572.549805
2016-08-29 00:00:00+05:30,8583.75,8622,8543.75,8607.450195
2016-08-30 00:00:00+05:30,8646.75,8750.599609,8642.25,8744.349609
2016-08-31 00:00:00+05:30,8754.049805,8819.200195,8754.049805,8786.200195
2016-09-01 00:00:00+05:30,8793.599609,8813.25,8759.950195,8774.650391
2016-09-02 00:00:00+05:30,8796.349609,8824.099609,8768.200195,8809.650391
2016-09-06 00:00:00+05:30,8852.700195,8950.849609,8848.450195,8943
2016-09-07 00:00:00+05:30,8968.700195,8968.700195,8913.349609,8917.950195
2016-09-08 00:00:00+05:30,8915.5,8960.349609,8896,8952.5
2016-09-09 00:00:00+05:30,8934.299805,8939.150391,8858.700195,8866.700195
2016-09-12 00:00:00+05:30,8732.950195,8746.950195,8699.400391,8715.599609
2016-09-14 00:00:00+05:30,8710.650391,8739.849609,8688.900391,8726.599609
2016-09-15 00:00:00+05:30,8743.849609,8751.950195,8704.349609,8742.549805
2016-09-16 00:00:00+05:30,8780.849609,8847.650391,8750.5,8779.849609
2016-09-19 00:00:00+05:30,8788.450195,8824.299805,8774.200195,8808.400391
2016-09-20 00:00:00+05:30,8816.099609,8816.450195,8759.299805,8775.900391
2016-09-21 00:00:00+05:30,8790.299805,8826.849609,8757.299805,8777.150391
2016-09-22 00:00:00+05:30,8873.349609,8893.349609,8837.799805,8867.450195
2016-09-23 00:00:00+05:30,8880.75,8885.200195,8820.299805,8831.549805
2016-09-26 00:00:00+05:30,8807.900391,8809.549805,8715.099609,8723.049805
2016-09-27 00:00:00+05:30,8748.900391,8768.5,8690.5,8706.400391
2016-09-28 00:00:00+05:30,8711.200195,8767.049805,8703.150391,8745.150391
2016-09-29 00:00:00+05:30,8792.700195,8800.650391,8558.25,8591.25
2016-09-30 00:00:00+05:30,8581.5,8637.150391,8555.200195,8611.150391
2016-10-03 00:00:00+05:30,8666.150391,8745.200195,8635,8738.099609
2016-10-04 00:00:00+05:30,8770,8783.650391,8736.099609,8769.150391
2016-10-05 00:00:00+05:30,8806.349609,8806.950195,8731.400391,8743.950195
2016-10-06 00:00:00+05:30,8768.700195,8781.150391,8684.650391,8709.549805
2016-10-07 00:00:00+05:30,8721.700195,8723.700195,8663.799805,8697.599609
2016-10-10 00:00:00+05:30,8735.349609,8745.799805,8703.950195,8708.799805
2016-10-13 00:00:00+05:30,8671.5,8681.549805,8541.349609,8573.349609
2016-10-14 00:00:00+05:30,8594,8604.450195,8549.799805,8583.400391
2016-10-17 00:00:00+05:30,8612.950195,8615.400391,8506.150391,8520.400391
2016-10-18 00:00:00+05:30,8556.049805,8685.099609,8555.900391,8677.900391
2016-10-19 00:00:00+05:30,8697.5,8698.75,8636.700195,8659.099609
2016-10-20 00:00:00+05:30,8693.349609,8727,8678.299805,8699.400391
2016-10-21 00:00:00+05:30,8708.599609,8709.099609,8652.049805,8693.049805
2016-10-24 00:00:00+05:30,8709.849609,8736.950195,8684.150391,8708.950195
2016-10-25 00:00:00+05:30,8721.700195,8722.650391,8663.450195,8691.299805
2016-10-26 00:00:00+05:30,8657.299805,8657.299805,8596.599609,8615.25
2016-10-27 00:00:00+05:30,8607.099609,8624.849609,8550.25,8615.25
2016-10-28 00:00:00+05:30,8625,8653.75,8581.75,8638
2016-11-01 00:00:00+05:30,8653.150391,8669.599609,8614.5,8626.25
2016-11-02 00:00:00+05:30,8542.799805,8549.5,8504.849609,8514
2016-11-03 00:00:00+05:30,8499.849609,8537.650391,8476.150391,8484.950195
2016-11-04 00:00:00+05:30,8503.599609,8504,8400.25,8433.75
2016-11-07 00:00:00+05:30,8535.75,8535.849609,8481.450195,8497.049805
2016-11-08 00:00:00+05:30,8540,8559.400391,8480.099609,8543.549805
2016-11-09 00:00:00+05:30,8067.5,8476.200195,8002.25,8432
2016-11-10 00:00:00+05:30,8555.599609,8598.450195,8510.700195,8525.75
2016-11-11 00:00:00+05:30,8456.650391,8460.599609,8284.950195,8296.299805
2016-11-15 00:00:00+05:30,8284.849609,8288.549805,8093.200195,8108.450195
2016-11-16 00:00:00+05:30,8205.650391,8210.049805,8089.399902,8111.600098
2016-11-17 00:00:00+05:30,8105.100098,8151.25,8060.299805,8079.950195
2016-11-18 00:00:00+05:30,8097.549805,8128.950195,8048.299805,8074.100098
2016-11-21 00:00:00+05:30,8102.100098,8102.450195,7916.399902,7929.100098
2016-11-22 00:00:00+05:30,7989.149902,8019.049805,7938.149902,8002.299805
2016-11-23 00:00:00+05:30,8051.200195,8055.200195,7973.100098,8033.299805
2016-11-24 00:00:00+05:30,8011.799805,8024.850098,7952.549805,7965.5
2016-11-25 00:00:00+05:30,8007.950195,8122.25,7976.75,8114.299805
2016-11-28 00:00:00+05:30,8080.649902,8146.5,8066.5,8126.899902
2016-11-29 00:00:00+05:30,8131.549805,8197.349609,8128.700195,8142.149902
2016-11-30 00:00:00+05:30,8172.149902,8234.25,8139.25,8224.5
2016-12-01 00:00:00+05:30,8244,8250.799805,8185.049805,8192.900391
2016-12-02 00:00:00+05:30,8153.549805,8159.299805,8070.049805,8086.799805
2016-12-05 00:00:00+05:30,8088.75,8141.899902,8056.850098,8128.75
2016-12-06 00:00:00+05:30,8153.149902,8178.700195,8130.850098,8143.149902
2016-12-07 00:00:00+05:30,8168.399902,8190.450195,8077.5,8102.049805
2016-12-08 00:00:00+05:30,8152.100098,8256.25,8151.75,8246.849609
2016-12-09 00:00:00+05:30,8271.700195,8274.950195,8241.950195,8261.75
2016-12-12 00:00:00+05:30,8230.650391,8230.650391,8154.450195,8170.799805
2016-12-13 00:00:00+05:30,8196.150391,8228.849609,8155.799805,8221.799805
2016-12-14 00:00:00+05:30,8229.349609,8229.400391,8165.100098,8182.450195
2016-12-15 00:00:00+05:30,8128.399902,8225.900391,8121.950195,8153.600098
2016-12-16 00:00:00+05:30,8178.200195,8178.700195,8127.450195,8139.450195
2016-12-19 00:00:00+05:30,8126,8132.5,8094.850098,8104.350098
2016-12-20 00:00:00+05:30,8110.600098,8124.100098,8062.75,8082.399902
2016-12-21 00:00:00+05:30,8105.850098,8112.549805,8053.25,8061.299805
2016-12-22 00:00:00+05:30,8043.850098,8046.450195,7964.950195,7979.100098
2016-12-23 00:00:00+05:30,7972.5,8022.600098,7942.049805,7985.75
2016-12-26 00:00:00+05:30,7965.100098,7970.049805,7893.799805,7908.25
2016-12-27 00:00:00+05:30,7915.049805,8044.649902,7903.700195,8032.850098
2016-12-28 00:00:00+05:30,8047.549805,8100.549805,8028.399902,8034.850098
2016-12-29 00:00:00+05:30,8030.600098,8111.100098,8020.799805,8103.600098
2016-12-30 00:00:00+05:30,8119.649902,8197,8114.75,8185.799805
2017-01-02 00:00:00+05:30,8210.099609,8212,8133.799805,8179.5
2017-01-03 00:00:00+05:30,8196.049805,8219.099609,8148.600098,8192.25
2017-01-04 00:00:00+05:30,8202.650391,8218.5,8180.899902,8190.5
2017-01-05 00:00:00+05:30,8226.650391,8282.650391,8223.700195,8273.799805
2017-01-06 00:00:00+05:30,8281.849609,8306.849609,8233.25,8243.799805
2017-01-09 00:00:00+05:30,8259.349609,8263,8227.75,8236.049805
2017-01-10 00:00:00+05:30,8262.700195,8293.799805,8261,8288.599609
2017-01-11 00:00:00+05:30,8327.799805,8389,8322.25,8380.650391
2017-01-12 00:00:00+05:30,8391.049805,8417.200195,8382.299805,8407.200195
2017-01-13 00:00:00+05:30,8457.650391,8461.049805,8373.150391,8400.349609
2017-01-16 00:00:00+05:30,8390.950195,8426.700195,8374.400391,8412.799805
2017-01-17 00:00:00+05:30,8415.049805,8440.900391,8378.299805,8398
2017-01-18 00:00:00+05:30,8403.849609,8460.299805,8397.400391,8417
2017-01-19 00:00:00+05:30,8418.400391,8445.150391,8404.049805,8435.099609
2017-01-20 00:00:00+05:30,8404.349609,8423.650391,8340.950195,8349.349609
2017-01-23 00:00:00+05:30,8329.599609,8404.150391,8327.200195,8391.5
2017-01-24 00:00:00+05:30,8407.049805,8480.950195,8398.150391,8475.799805
2017-01-25 00:00:00+05:30,8499.450195,8612.599609,8493.950195,8602.75
2017-01-27 00:00:00+05:30,8610.5,8672.700195,8606.900391,8641.25
2017-01-30 00:00:00+05:30,8635.549805,8662.599609,8617.75,8632.75
2017-01-31 00:00:00+05:30,8629.450195,8631.75,8552.400391,8561.299805
2017-02-01 00:00:00+05:30,8570.349609,8722.400391,8537.5,8716.400391
2017-02-02 00:00:00+05:30,8724.75,8757.599609,8685.799805,8734.25
2017-02-03 00:00:00+05:30,8735.150391,8748.25,8707.75,8740.950195
2017-02-06 00:00:00+05:30,8785.450195,8814.099609,8770.200195,8801.049805
2017-02-07 00:00:00+05:30,8805.700195,8809.299805,8741.049805,8768.299805
2017-02-08 00:00:00+05:30,8774.549805,8791.25,8715,8769.049805
2017-02-09 00:00:00+05:30,8795.549805,8821.400391,8724.099609,8778.400391
2017-02-10 00:00:00+05:30,8812.349609,8822.099609,8771.200195,8793.549805
2017-02-13 00:00:00+05:30,8819.799805,8826.900391,8754.200195,8805.049805
2017-02-14 00:00:00+05:30,8819.900391,8820.450195,8772.5,8792.299805
2017-02-15 00:00:00+05:30,8778.950195,8807.900391,8712.849609,8724.700195
2017-02-16 00:00:00+05:30,8739,8783.950195,8719.599609,8778
2017-02-17 00:00:00+05:30,8883.700195,8896.450195,8804.25,8821.700195
2017-02-20 00:00:00+05:30,8818.549805,8886.25,8809.799805,8879.200195
2017-02-21 00:00:00+05:30,8890.75,8920.799805,8860.950195,8907.849609
2017-02-22 00:00:00+05:30,8931.599609,8960.75,8905.25,8926.900391
2017-02-23 00:00:00+05:30,8956.400391,8982.150391,8927.549805,8939.5
2017-02-27 00:00:00+05:30,8943.700195,8951.799805,8888.650391,8896.700195
2017-02-28 00:00:00+05:30,8898.950195,8914.75,8867.599609,8879.599609
2017-03-01 00:00:00+05:30,8904.400391,8960.799805,8898.599609,8945.799805
2017-03-02 00:00:00+05:30,8982.849609,8992.5,8879.799805,8899.75
2017-03-03 00:00:00+05:30,8883.5,8907.099609,8860.099609,8897.549805
2017-03-06 00:00:00+05:30,8915.099609,8967.799805,8914,8963.450195
2017-03-07 00:00:00+05:30,8977.75,8977.849609,8932.799805,8946.900391
2017-03-08 00:00:00+05:30,8950.700195,8957.049805,8891.950195,8924.299805
2017-03-09 00:00:00+05:30,8914.5,8945.799805,8899.5,8927
2017-03-10 00:00:00+05:30,8953.700195,8975.700195,8903.950195,8934.549805
2017-03-14 00:00:00+05:30,9091.650391,9122.75,9060.5,9087
2017-03-15 00:00:00+05:30,9086.849609,9106.549805,9075.5,9084.799805
2017-03-16 00:00:00+05:30,9129.650391,9158.450195,9128.549805,9153.700195
2017-03-17 00:00:00+05:30,9207.799805,9218.400391,9147.599609,9160.049805
2017-03-20 00:00:00+05:30,9166.950195,9167.599609,9116.299805,9126.849609
2017-03-21 00:00:00+05:30,9133.950195,9147.75,9087.200195,9121.5
2017-03-22 00:00:00+05:30,9047.200195,9072.900391,9019.299805,9030.450195
2017-03-23 00:00:00+05:30,9048.75,9099.049805,9048.599609,9086.299805
2017-03-24 00:00:00+05:30,9104,9133.549805,9089.400391,9108
2017-03-27 00:00:00+05:30,9093.450195,9094.849609,9024.650391,9045.200195
2017-03-28 00:00:00+05:30,9081.5,9110.400391,9079.799805,9100.799805
2017-03-29 00:00:00+05:30,9128.700195,9153.150391,9109.099609,9143.799805
2017-03-30 00:00:00+05:30,9142.599609,9183.150391,9136.349609,9173.75
2017-03-31 00:00:00+05:30,9158.900391,9191.700195,9152.099609,9173.75
2017-04-03 00:00:00+05:30,9220.599609,9245.349609,9192.400391,9237.849609
2017-04-05 00:00:00+05:30,9264.400391,9273.900391,9215.400391,9265.150391
2017-04-06 00:00:00+05:30,9245.799805,9267.950195,9218.849609,9261.950195
2017-04-07 00:00:00+05:30,9223.700195,9250.5,9188.099609,9198.299805
2017-04-10 00:00:00+05:30,9225.599609,9225.650391,9174.849609,9181.450195
2017-04-11 00:00:00+05:30,9184.549805,9242.700195,9172.849609,9237
2017-04-12 00:00:00+05:30,9242.5,9246.400391,9161.799805,9203.450195
2017-04-13 00:00:00+05:30,9202.5,9202.650391,9144.950195,9150.799805
2017-04-17 00:00:00+05:30,9144.75,9160,9120.25,9139.299805
2017-04-18 00:00:00+05:30,9163,9217.900391,9095.450195,9105.150391
2017-04-19 00:00:00+05:30,9112.200195,9120.5,9075.150391,9103.5
2017-04-20 00:00:00+05:30,9108.099609,9143.900391,9102.650391,9136.400391
2017-04-21 00:00:00+05:30,9179.099609,9183.650391,9088.75,9119.400391
2017-04-24 00:00:00+05:30,9135.349609,9225.400391,9130.549805,9217.950195
2017-04-25 00:00:00+05:30,9273.049805,9309.200195,9250.349609,9306.599609
2017-04-26 00:00:00+05:30,9336.200195,9367,9301.349609,9351.849609
2017-04-27 00:00:00+05:30,9359.150391,9367.150391,9322.650391,9342.150391
2017-04-28 00:00:00+05:30,9340.950195,9342.650391,9282.25,9304.049805
2017-05-02 00:00:00+05:30,9339.849609,9352.549805,9269.900391,9313.799805
2017-05-03 00:00:00+05:30,9344.700195,9346.299805,9298.400391,9311.950195
2017-05-04 00:00:00+05:30,9360.950195,9365.650391,9323.25,9359.900391
2017-05-05 00:00:00+05:30,9374.549805,9377.099609,9272,9285.299805
2017-05-08 00:00:00+05:30,9311.450195,9338.700195,9297.950195,9314.049805
2017-05-09 00:00:00+05:30,9337.349609,9338.950195,9307.700195,9316.849609
2017-05-10 00:00:00+05:30,9339.650391,9414.75,9336,9407.299805
2017-05-11 00:00:00+05:30,9448.599609,9450.650391,9411.299805,9422.400391
2017-05-12 00:00:00+05:30,9436.650391,9437.75,9372.549805,9400.900391
2017-05-15 00:00:00+05:30,9433.549805,9449.25,9423.099609,9445.400391
